;Tabela 1: Liczba hospitalizacji i liczba punktów za hospitalizacje wg rozpoznań i sekcji produktów
;Rozdział ICD10;Województwo;Poziom szpitala w ramach ryczałtu PSZ;Sekcja JGP;Czerwiec 2021;;Maj 2021;;Czerwiec 2020;;Czerwiec 2021 / Maj 2021;;Czerwiec 2021 / Czerwiec 2020
;L00-L99 Choroby skóry i tkanki podskórnej;Dolnośląskie;SZPITAL OGÓLNOPOLSKI;H Choroby układu mięśniowo-szkieletowego;15;30191;22;57678.6555;14;31981;-0.318182;-0.476565;0.071429;-0.055971
;L00-L99 Choroby skóry i tkanki podskórnej;Dolnośląskie;SZPITAL OGÓLNOPOLSKI;J Choroby piersi, skóry i oparzenia;201;440609.2912;170;407483.5432;125;293237.618;0.182353;0.081293;0.608;0.502567
;L00-L99 Choroby skóry i tkanki podskórnej;Dolnośląskie;SZPITAL OGÓLNOPOLSKI;K Choroby układu dokrewnego;;;< 5;8194;;; ;;;
;L00-L99 Choroby skóry i tkanki podskórnej;Dolnośląskie;SZPITAL OGÓLNOPOLSKI;P Choroby dzieci - leczenie zachowawcze;5;13129.344;7;12271.3488;< 5;9500;-0.285714;0.069919; ;0.382036
;L00-L99 Choroby skóry i tkanki podskórnej;Dolnośląskie;SZPITAL OGÓLNOPOLSKI;PZ Choroby dzieci - leczenie zabiegowe;< 5;2661.336;< 5;8181.864;< 5;2789.8; ;-0.674727; ;-0.046048
;L00-L99 Choroby skóry i tkanki podskórnej;Dolnośląskie;SZPITAL OGÓLNOPOLSKI;Q Choroby naczyń;;;< 5;13684.3;< 5;10129; ;; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Dolnośląskie;SZPITAL PULMONOLOGICZNY;J Choroby piersi, skóry i oparzenia;7;6910;6;6306;7;6647;0.166667;0.095782;0;0.039567
;L00-L99 Choroby skóry i tkanki podskórnej;Dolnośląskie;SZPITAL PULMONOLOGICZNY;P Choroby dzieci - leczenie zachowawcze;19;26648.32;22;31131.48;9;18577;-0.136364;-0.144007;1.111111;0.434479
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;POZA PSZ;F Choroby przewodu pokarmowego;< 5;1153.8;;;< 5;2535.8; ;; ;-0.544996
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;POZA PSZ;H Choroby układu mięśniowo-szkieletowego;< 5;1634;< 5;1534;< 5;1634; ;0.065189; ;0
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;POZA PSZ;PZ Choroby dzieci - leczenie zabiegowe;< 5;3964;< 5;2024;< 5;1840; ;0.958498; ;1.154348
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL I STOPNIA;F Choroby przewodu pokarmowego;6;9066.78;< 5;6988.696;13;20239.088; ;0.297349;-0.538462;-0.552016
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL I STOPNIA;H Choroby układu mięśniowo-szkieletowego;11;35498.496;9;23173.2;18;56462.76;0.222222;0.531877;-0.388889;-0.371294
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL I STOPNIA;J Choroby piersi, skóry i oparzenia;50;206078.948;37;145007.28;52;287271.084;0.351351;0.421163;-0.038462;-0.282632
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL I STOPNIA;P Choroby dzieci - leczenie zachowawcze;20;44040.9528;27;65739.1464;24;63267.3;-0.259259;-0.330065;-0.166667;-0.303891
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL I STOPNIA;S Choroby układu krwiotwórczego, zatrucia i choroby zakaźne;;;;;< 5;4123.09;;; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL II STOPNIA;F Choroby przewodu pokarmowego;< 5;5595.948;< 5;2224.626;< 5;5656.716; ;1.515456; ;-0.010743
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL II STOPNIA;H Choroby układu mięśniowo-szkieletowego;< 5;13523.9;5;75649.0272;9;30962.916; ;-0.821228; ;-0.563223
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL II STOPNIA;J Choroby piersi, skóry i oparzenia;14;56982.088;19;76581.564;17;85525.98;-0.263158;-0.255929;-0.176471;-0.333745
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL II STOPNIA;P Choroby dzieci - leczenie zachowawcze;8;8869.1652;< 5;2675.322;< 5;2422.5; ;2.315177; ;2.661162
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL III STOPNIA;C Choroby twarzy, jamy ustnej, gardła, krtani, nosa i uszu;;;;;< 5;1400;;; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL III STOPNIA;F Choroby przewodu pokarmowego;< 5;19798;< 5;1393;< 5;1393; ;13.212491; ;13.212491
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL III STOPNIA;H Choroby układu mięśniowo-szkieletowego;5;15954;15;39732;9;31228;-0.666667;-0.59846;-0.444444;-0.489112
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL III STOPNIA;J Choroby piersi, skóry i oparzenia;60;187547.2162;22;79114.92;98;342852.2;1.727273;1.370567;-0.387755;-0.452979
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL III STOPNIA;K Choroby układu dokrewnego;< 5;5723;;;;; ;; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL III STOPNIA;L Choroby układu moczowo-płciowego;;;;;< 5;1830;;; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL III STOPNIA;P Choroby dzieci - leczenie zachowawcze;49;94368.2076;41;75817.08;26;51904;0.195122;0.244683;0.884615;0.81813
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL III STOPNIA;PZ Choroby dzieci - leczenie zabiegowe;7;16441.488;< 5;1804.68;;; ;8.110473;;
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL III STOPNIA;S Choroby układu krwiotwórczego, zatrucia i choroby zakaźne;< 5;10877.76;;;< 5;8366; ;; ;0.300234
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL OGÓLNOPOLSKI;C Choroby twarzy, jamy ustnej, gardła, krtani, nosa i uszu;< 5;2985;;;< 5;5884; ;; ;-0.492692
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL OGÓLNOPOLSKI;D Choroby układu oddechowego;;;;;< 5;17014.42;;; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL OGÓLNOPOLSKI;F Choroby przewodu pokarmowego;;;< 5;1393;< 5;3317; ;; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL OGÓLNOPOLSKI;H Choroby układu mięśniowo-szkieletowego;22;73501;17;69078;16;252419.08;0.294118;0.064029;0.375;-0.708814
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL OGÓLNOPOLSKI;J Choroby piersi, skóry i oparzenia;137;293627.72;135;311367.76;123;309650;0.014815;-0.056975;0.113821;-0.051743
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL OGÓLNOPOLSKI;P Choroby dzieci - leczenie zachowawcze;30;67179.24;13;30436.56;6;14340;1.307692;1.207189;4;3.684745
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL OGÓLNOPOLSKI;PZ Choroby dzieci - leczenie zabiegowe;;;< 5;1804.68;< 5;4569.2; ;; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL OGÓLNOPOLSKI;Q Choroby naczyń;;;;;< 5;5348;;; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL PEDIATRYCZNY;H Choroby układu mięśniowo-szkieletowego;;;;;< 5;4015;;; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL PEDIATRYCZNY;J Choroby piersi, skóry i oparzenia;< 5;4998.24;6;19842.84;< 5;9136; ;-0.748109; ;-0.452907
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL PEDIATRYCZNY;P Choroby dzieci - leczenie zachowawcze;27;72083.52;25;62173.44;15;37456;0.08;0.159394;0.8;0.924485
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL PEDIATRYCZNY;PZ Choroby dzieci - leczenie zabiegowe;6;19783.304;;;< 5;5671;;; ;2.488504
;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;SZPITAL PEDIATRYCZNY;S Choroby układu krwiotwórczego, zatrucia i choroby zakaźne;< 5;3308.04;< 5;10245.48;;; ;-0.677122; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;POZA PSZ;F Choroby przewodu pokarmowego;< 5;6753.264;< 5;6753.264;< 5;3410.064; ;0; ;0.980392
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;POZA PSZ;H Choroby układu mięśniowo-szkieletowego;89;166706.804;86;163019.568;38;69209.936;0.034884;0.022618;1.342105;1.408712
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;POZA PSZ;J Choroby piersi, skóry i oparzenia;42;83215.761;39;69892.565;45;79529.16;0.076923;0.190624;-0.066667;0.046355
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;POZA PSZ;P Choroby dzieci - leczenie zachowawcze;< 5;2859.381;;;< 5;2375; ;; ;0.20395
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;POZA PSZ;PZ Choroby dzieci - leczenie zabiegowe;17;43298.01;28;73986.57;14;32326.83;-0.392857;-0.414786;0.214286;0.339383
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;POZA PSZ;S Choroby układu krwiotwórczego, zatrucia i choroby zakaźne;< 5;3440.556;;;;; ;; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL I STOPNIA;D Choroby układu oddechowego;;;;;< 5;1890;;; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL I STOPNIA;F Choroby przewodu pokarmowego;< 5;5115.096;6;9167.076;7;10877.418; ;-0.442014; ;-0.529751
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL I STOPNIA;H Choroby układu mięśniowo-szkieletowego;44;122387.794;25;83791.548;33;89600.77;0.76;0.460622;0.333333;0.365923
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL I STOPNIA;J Choroby piersi, skóry i oparzenia;84;452572.05376;47;206391.548;43;164208.546;0.787234;1.192784;0.953488;1.756081
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL I STOPNIA;P Choroby dzieci - leczenie zachowawcze;17;38336.841;13;31122.1832;13;27972.56;0.307692;0.231817;0.307692;0.370516
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL I STOPNIA;S Choroby układu krwiotwórczego, zatrucia i choroby zakaźne;< 5;3259.44;;;;; ;; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL II STOPNIA;F Choroby przewodu pokarmowego;< 5;3359.916;< 5;3912.942;< 5;2246.652; ;-0.141333; ;0.495521
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL II STOPNIA;H Choroby układu mięśniowo-szkieletowego;5;11252.208;5;11960.218;< 5;7920.3;0;-0.059197; ;0.42068
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL II STOPNIA;J Choroby piersi, skóry i oparzenia;17;53711.98;< 5;11152.42;21;100409.616; ;3.816173;-0.190476;-0.465071
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL II STOPNIA;P Choroby dzieci - leczenie zachowawcze;< 5;1070.28;< 5;5130;;; ;-0.791368; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL III STOPNIA;C Choroby twarzy, jamy ustnej, gardła, krtani, nosa i uszu;< 5;353;;;< 5;2800; ;; ;-0.873929
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL III STOPNIA;F Choroby przewodu pokarmowego;< 5;4179;< 5;531;< 5;2786; ;6.870056; ;0.5
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL III STOPNIA;H Choroby układu mięśniowo-szkieletowego;6;19132;< 5;3859;5;18932; ;3.957761;0.2;0.010564
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL III STOPNIA;J Choroby piersi, skóry i oparzenia;24;179523.634;15;52594;19;93975;0.6;2.413386;0.263158;0.910334
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL III STOPNIA;K Choroby układu dokrewnego;< 5;4311;< 5;5723;;; ;-0.246724; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL III STOPNIA;P Choroby dzieci - leczenie zachowawcze;6;15860.61;5;13310.73;6;14443;0.2;0.191566;0;0.098152
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL III STOPNIA;Q Choroby naczyń;< 5;1739;;;;; ;; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL III STOPNIA;S Choroby układu krwiotwórczego, zatrucia i choroby zakaźne;< 5;3307.716;;;;; ;; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL OGÓLNOPOLSKI;C Choroby twarzy, jamy ustnej, gardła, krtani, nosa i uszu;< 5;12309.53;;;;; ;; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL OGÓLNOPOLSKI;D Choroby układu oddechowego;;;;;< 5;7676;;; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL OGÓLNOPOLSKI;F Choroby przewodu pokarmowego;< 5;2786;< 5;4179;< 5;2786; ;-0.333333; ;0
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL OGÓLNOPOLSKI;H Choroby układu mięśniowo-szkieletowego;15;45433.912;12;28595;15;41599.4076;0.25;0.588876;0;0.092177
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL OGÓLNOPOLSKI;J Choroby piersi, skóry i oparzenia;129;350125.18;121;298554.42;89;247776.1;0.066116;0.172735;0.449438;0.413071
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL OGÓLNOPOLSKI;K Choroby układu dokrewnego;;;;;< 5;4311;;; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL OGÓLNOPOLSKI;P Choroby dzieci - leczenie zachowawcze;20;42621.12;23;52831.44;13;26280;-0.130435;-0.193262;0.538462;0.621808
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL OGÓLNOPOLSKI;PZ Choroby dzieci - leczenie zabiegowe;< 5;4606.2;5;10479.024;< 5;15124; ;-0.560436; ;-0.695438
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL OGÓLNOPOLSKI;Q Choroby naczyń;< 5;8165.4;< 5;14144.9;< 5;14394.9; ;-0.422732; ;-0.432757
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL OGÓLNOPOLSKI;S Choroby układu krwiotwórczego, zatrucia i choroby zakaźne;< 5;10650.96;< 5;3308.04;;; ;2.219719; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL ONKOLOGICZNY;H Choroby układu mięśniowo-szkieletowego;< 5;14584;< 5;4015;;; ;2.632379; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;SZPITAL ONKOLOGICZNY;J Choroby piersi, skóry i oparzenia;5;16639;6;26173;< 5;3838;-0.166667;-0.364269; ;3.335331
;L00-L99 Choroby skóry i tkanki podskórnej;Lubuskie;POZA PSZ;H Choroby układu mięśniowo-szkieletowego;;;< 5;3556.8;;; ;;;
;L00-L99 Choroby skóry i tkanki podskórnej;Lubuskie;SZPITAL I STOPNIA;F Choroby przewodu pokarmowego;5;8627.16;5;7463.748;< 5;3990.426;0;0.155875; ;1.161965
;L00-L99 Choroby skóry i tkanki podskórnej;Lubuskie;SZPITAL I STOPNIA;H Choroby układu mięśniowo-szkieletowego;11;27118.74;< 5;13278.36;12;26539.804; ;1.042326;-0.083333;0.021814
;L00-L99 Choroby skóry i tkanki podskórnej;Lubuskie;SZPITAL I STOPNIA;J Choroby piersi, skóry i oparzenia;30;100220.304;11;44158.452;34;142116.31;1.727273;1.269561;-0.117647;-0.294801
;L00-L99 Choroby skóry i tkanki podskórnej;Lubuskie;SZPITAL I STOPNIA;P Choroby dzieci - leczenie zachowawcze;8;17947.3968;13;38074.2174;12;36779.24;-0.384615;-0.528621;-0.333333;-0.512024
;L00-L99 Choroby skóry i tkanki podskórnej;Lubuskie;SZPITAL I STOPNIA;Q Choroby naczyń;< 5;2409.24;;;;; ;; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Lubuskie;SZPITAL II STOPNIA;F Choroby przewodu pokarmowego;;;< 5;3502.67064;;; ;;;
;L00-L99 Choroby skóry i tkanki podskórnej;Lubuskie;SZPITAL II STOPNIA;H Choroby układu mięśniowo-szkieletowego;;;< 5;2817.9;< 5;1700.34; ;; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Lubuskie;SZPITAL II STOPNIA;J Choroby piersi, skóry i oparzenia;;;< 5;3566.31;< 5;1205.64; ;; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Lubuskie;SZPITAL II STOPNIA;P Choroby dzieci - leczenie zachowawcze;< 5;7863.723;< 5;5300.0082;< 5;4845; ;0.483719; ;0.623059
;L00-L99 Choroby skóry i tkanki podskórnej;Lubuskie;SZPITAL III STOPNIA;B Choroby narządu wzroku;;;;;< 5;8507;;; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Lubuskie;SZPITAL III STOPNIA;C Choroby twarzy, jamy ustnej, gardła, krtani, nosa i uszu;;;< 5;4818;< 5;2768; ;; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Lubuskie;SZPITAL III STOPNIA;F Choroby przewodu pokarmowego;;;< 5;2786;;; ;;;
;L00-L99 Choroby skóry i tkanki podskórnej;Lubuskie;SZPITAL III STOPNIA;H Choroby układu mięśniowo-szkieletowego;11;40459;5;13306;7;25256;1.2;2.040658;0.571429;0.601956
;L00-L99 Choroby skóry i tkanki podskórnej;Lubuskie;SZPITAL III STOPNIA;J Choroby piersi, skóry i oparzenia;18;81282.584;13;58514;10;47382;0.384615;0.389113;0.8;0.715474
;L00-L99 Choroby skóry i tkanki podskórnej;Lubuskie;SZPITAL III STOPNIA;P Choroby dzieci - leczenie zachowawcze;< 5;7280.3232;< 5;5194.8;6;14559; ;0.401464; ;-0.499943
;L00-L99 Choroby skóry i tkanki podskórnej;Lubuskie;SZPITAL III STOPNIA;PZ Choroby dzieci - leczenie zabiegowe;6;12844.656;10;21854.20176;10;20888.4;-0.4;-0.412257;-0.4;-0.385082
;L00-L99 Choroby skóry i tkanki podskórnej;Lubuskie;SZPITAL OGÓLNOPOLSKI;C Choroby twarzy, jamy ustnej, gardła, krtani, nosa i uszu;< 5;1400;;;;; ;; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Lubuskie;SZPITAL OGÓLNOPOLSKI;F Choroby przewodu pokarmowego;< 5;2786;< 5;2786;;; ;0; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Lubuskie;SZPITAL OGÓLNOPOLSKI;H Choroby układu mięśniowo-szkieletowego;7;28105;7;28105;7;36381;0;0;0;-0.227481
;L00-L99 Choroby skóry i tkanki podskórnej;Lubuskie;SZPITAL OGÓLNOPOLSKI;J Choroby piersi, skóry i oparzenia;49;107990;40;91150;34;81806;0.225;0.18475;0.441176;0.320074
;L00-L99 Choroby skóry i tkanki podskórnej;Lubuskie;SZPITAL OGÓLNOPOLSKI;P Choroby dzieci - leczenie zachowawcze;21;27175.0572;10;15325.6212;< 5;3439;1.1;0.773178; ;6.902023
;L00-L99 Choroby skóry i tkanki podskórnej;Lubuskie;SZPITAL OGÓLNOPOLSKI;PZ Choroby dzieci - leczenie zabiegowe;10;22547.9268;6;12566.2536;;;0.666667;0.794324;;
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;POZA PSZ;F Choroby przewodu pokarmowego;;;;;< 5;1393;;; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;POZA PSZ;H Choroby układu mięśniowo-szkieletowego;< 5;6594;< 5;1778.4;;; ;2.707827; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;POZA PSZ;J Choroby piersi, skóry i oparzenia;< 5;6628;;;< 5;5230; ;; ;0.267304
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;POZA PSZ;P Choroby dzieci - leczenie zachowawcze;41;94607;32;74601;10;23795;0.28125;0.268173;3.1;2.975919
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;SZPITAL I STOPNIA;F Choroby przewodu pokarmowego;8;13606.824;< 5;5656.716;6;10330.488; ;1.405428;0.333333;0.317152
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;SZPITAL I STOPNIA;H Choroby układu mięśniowo-szkieletowego;19;107847.4012;13;41385.276;15;39351.868;0.461538;1.605936;0.266667;1.740592
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;SZPITAL I STOPNIA;J Choroby piersi, skóry i oparzenia;46;174216.372;33;194765.532;44;412615.37;0.393939;-0.105507;0.045455;-0.577775
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;SZPITAL I STOPNIA;P Choroby dzieci - leczenie zachowawcze;9;23530.5864;7;16994.232;8;17919.48;0.285714;0.384622;0.125;0.313129
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;SZPITAL I STOPNIA;S Choroby układu krwiotwórczego, zatrucia i choroby zakaźne;< 5;3373.8444;;;;; ;; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;SZPITAL II STOPNIA;F Choroby przewodu pokarmowego;9;10581.51;9;12890.832;13;21853.296;0;-0.179145;-0.307692;-0.515793
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;SZPITAL II STOPNIA;H Choroby układu mięśniowo-szkieletowego;9;32311.208;7;20107.888;9;49728.5862;0.285714;0.606892;0;-0.350249
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;SZPITAL II STOPNIA;J Choroby piersi, skóry i oparzenia;51;256347.598;30;117294.33;56;310264.2426;0.7;1.185507;-0.089286;-0.173777
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;SZPITAL II STOPNIA;L Choroby układu moczowo-płciowego;< 5;712.05;;;;; ;; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;SZPITAL II STOPNIA;P Choroby dzieci - leczenie zachowawcze;24;59398.8444;27;66817.4616;12;29358.66;-0.111111;-0.111028;1;1.023214
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;SZPITAL II STOPNIA;PZ Choroby dzieci - leczenie zabiegowe;6;13371.89904;< 5;6577.524;5;10699.8; ;1.032968;0.2;0.249734
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;SZPITAL III STOPNIA;C Choroby twarzy, jamy ustnej, gardła, krtani, nosa i uszu;;;< 5;1400;;; ;;;
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;SZPITAL III STOPNIA;F Choroby przewodu pokarmowego;9;11675;7;8889;;;0.285714;0.313421;;
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;SZPITAL III STOPNIA;H Choroby układu mięśniowo-szkieletowego;24;67048;14;32644.5;22;55639.7;0.714286;1.053884;0.090909;0.205039
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;SZPITAL III STOPNIA;J Choroby piersi, skóry i oparzenia;159;287912.6492;128;237738.94;140;287358;0.242188;0.211045;0.135714;0.00193
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;SZPITAL III STOPNIA;K Choroby układu dokrewnego;< 5;4311;;;;; ;; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;SZPITAL III STOPNIA;P Choroby dzieci - leczenie zachowawcze;49;91052.6508;32;63703.8;14;28089;0.53125;0.429313;2.5;2.241577
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;SZPITAL III STOPNIA;PZ Choroby dzieci - leczenie zabiegowe;11;23811.0732;11;23997.6;8;14737;0;-0.007773;0.375;0.615734
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;SZPITAL OGÓLNOPOLSKI;C Choroby twarzy, jamy ustnej, gardła, krtani, nosa i uszu;;;< 5;1400;< 5;24832.24; ;; ;
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;SZPITAL OGÓLNOPOLSKI;D Choroby układu oddechowego;;;< 5;78509.38;;; ;;;
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;SZPITAL OGÓLNOPOLSKI;F Choroby przewodu pokarmowego;7;9138.051;6;6734;5;4379;0.166667;0.357002;0.4;1.086789
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;SZPITAL OGÓLNOPOLSKI;H Choroby układu mięśniowo-szkieletowego;15;27911.5672;10;26704.28;14;46457;0.5;0.04521;0.071429;-0.399196
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;SZPITAL OGÓLNOPOLSKI;J Choroby piersi, skóry i oparzenia;109;315975.4848;80;201238.6808;59;182709;0.3625;0.570153;0.847458;0.729392
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;SZPITAL OGÓLNOPOLSKI;P Choroby dzieci - leczenie zachowawcze;88;197062.6266;92;208663.9208;68;144284.6;-0.043478;-0.055598;0.294118;0.365791
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;SZPITAL OGÓLNOPOLSKI;PZ Choroby dzieci - leczenie zabiegowe;11;25697.90448;20;46507.78944;8;15695.6;-0.45;-0.447449;0.375;0.637268
;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;SZPITAL OGÓLNOPOLSKI;S Choroby układu krwiotwórczego, zatrucia i choroby zakaźne;< 5;3357.6768;< 5;21727.9584;;; ;-0.845467; ;
